arquivo,categoria,linhas,motivo
"js/features/app/empenhoListagemLegacy.js","coeso e necessario","452","Em uso ou parte estrutural valida da aplicacao/projeto."
"js/features/app/empenhoSupport.js","coeso e necessario","621","Em uso ou parte estrutural valida da aplicacao/projeto."
"js/features/app/empenhoValidationSupport.js","coeso e necessario","289","Em uso ou parte estrutural valida da aplicacao/projeto."
"js/features/app/errorFeedback.js","coeso e necessario","239","Em uso ou parte estrutural valida da aplicacao/projeto."
"js/features/app/formSetupSupport.js","coeso e necessario","76","Em uso ou parte estrutural valida da aplicacao/projeto."
"js/features/app/infrastructureListeners.js","coeso e necessario","118","Em uso ou parte estrutural valida da aplicacao/projeto."
"js/features/app/initialDataLoader.js","coeso e necessario","84","Em uso ou parte estrutural valida da aplicacao/projeto."
"js/features/app/itemListaEmpenho.js","coeso e necessario","150","Em uso ou parte estrutural valida da aplicacao/projeto."
"js/features/app/itemModalEmpenho.js","coeso e necessario","301","Em uso ou parte estrutural valida da aplicacao/projeto."
"js/features/app/itemRowFactory.js","coeso e necessario","181","Em uso ou parte estrutural valida da aplicacao/projeto."
"js/features/app/legacyDataMaintenance.js","coeso e necessario","","Em uso ou parte estrutural valida da aplicacao/projeto."
"js/features/app/moneyHelpers.js","coeso e necessario","24","Em uso ou parte estrutural valida da aplicacao/projeto."
"js/features/app/notaFiscalFlowSupport.js","nao coeso, precisa refatorar","1128","Arquivo com acoplamento alto, volume de logica e/ou mistura de responsabilidades."
"js/features/app/notaFiscalSupport.js","coeso e necessario","412","Em uso ou parte estrutural valida da aplicacao/projeto."
"js/features/app/pdfEmpenhoSupport.js","coeso e necessario","297","Em uso ou parte estrutural valida da aplicacao/projeto."
"js/features/app/pdfUploadSetup.js","coeso e necessario","57","Em uso ou parte estrutural valida da aplicacao/projeto."
"js/features/app/relatorios.js","coeso e necessario","166","Em uso ou parte estrutural valida da aplicacao/projeto."
"js/features/app/tabsCadastro.js","coeso e necessario","173","Em uso ou parte estrutural valida da aplicacao/projeto."
"js/features/app/userSessionSupport.js","coeso e necessario","134","Em uso ou parte estrutural valida da aplicacao/projeto."
"js/features/app/versionBranding.js","coeso e necessario","51","Em uso ou parte estrutural valida da aplicacao/projeto."
"js/features/auth/api.js","coeso e necessario","14","Em uso ou parte estrutural valida da aplicacao/projeto."
"js/features/auth/pages.js","coeso e necessario","12","Em uso ou parte estrutural valida da aplicacao/projeto."
"js/features/auth/ui.js","coeso e necessario","10","Em uso ou parte estrutural valida da aplicacao/projeto."
"js/features/auth/validators.js","coeso e necessario","9","Em uso ou parte estrutural valida da aplicacao/projeto."
"js/features/catalogacao/api.js","coeso e necessario","53","Em uso ou parte estrutural valida da aplicacao/projeto."
"js/features/catalogacao/events.js","coeso e necessario","138","Em uso ou parte estrutural valida da aplicacao/projeto."
"js/features/catalogacao/index.js","coeso e necessario","47","Em uso ou parte estrutural valida da aplicacao/projeto."
"js/features/catalogacao/render.js","coeso e necessario","278","Em uso ou parte estrutural valida da aplicacao/projeto."
"js/features/catalogacao/state.js","coeso e necessario","17","Em uso ou parte estrutural valida da aplicacao/projeto."
"js/features/configuracoes/api.js","coeso e necessario","8","Em uso ou parte estrutural valida da aplicacao/projeto."
"js/features/configuracoes/pages.js","coeso e necessario","11","Em uso ou parte estrutural valida da aplicacao/projeto."
"js/features/configuracoes/ui.js","coeso e necessario","10","Em uso ou parte estrutural valida da aplicacao/projeto."
"js/features/configuracoes/validators.js","coeso e necessario","13","Em uso ou parte estrutural valida da aplicacao/projeto."
"js/features/empenho/api.js","coeso e necessario","2","Em uso ou parte estrutural valida da aplicacao/projeto."
"js/features/empenho/api/empenhoApi.js","coeso e necessario","12","Em uso ou parte estrutural valida da aplicacao/projeto."
"js/features/empenho/pages.js","coeso e necessario","2","Em uso ou parte estrutural valida da aplicacao/projeto."
"js/features/empenho/pages/empenhoPage.js","coeso e necessario","36","Em uso ou parte estrutural valida da aplicacao/projeto."
"js/features/empenho/ui.js","coeso e necessario","2","Em uso ou parte estrutural valida da aplicacao/projeto."
"js/features/empenho/ui/empenhoCadastroList.js","coeso e necessario","85","Em uso ou parte estrutural valida da aplicacao/projeto."
"js/features/empenho/validators.js","coeso e necessario","2","Em uso ou parte estrutural valida da aplicacao/projeto."
"js/features/empenho/validators/empenhoValidators.js","coeso e necessario","26","Em uso ou parte estrutural valida da aplicacao/projeto."
"js/features/fornecedores/api.js","coeso e necessario","22","Em uso ou parte estrutural valida da aplicacao/projeto."
"js/features/fornecedores/pages.js","coeso e necessario","11","Em uso ou parte estrutural valida da aplicacao/projeto."
"js/features/fornecedores/ui.js","coeso e necessario","6","Em uso ou parte estrutural valida da aplicacao/projeto."
"js/features/fornecedores/validators.js","coeso e necessario","9","Em uso ou parte estrutural valida da aplicacao/projeto."
"js/features/notaFiscal/api.js","coeso e necessario","2","Em uso ou parte estrutural valida da aplicacao/projeto."
"js/features/notaFiscal/api/notaFiscalApi.js","coeso e necessario","14","Em uso ou parte estrutural valida da aplicacao/projeto."
"js/features/notaFiscal/pages.js","coeso e necessario","2","Em uso ou parte estrutural valida da aplicacao/projeto."
"js/features/notaFiscal/pages/notaFiscalPage.js","coeso e necessario","69","Em uso ou parte estrutural valida da aplicacao/projeto."
"js/features/notaFiscal/ui.js","coeso e necessario","2","Em uso ou parte estrutural valida da aplicacao/projeto."
"js/features/notaFiscal/validators.js","coeso e necessario","2","Em uso ou parte estrutural valida da aplicacao/projeto."
"js/features/notaFiscal/validators/notaFiscalValidators.js","coeso e necessario","35","Em uso ou parte estrutural valida da aplicacao/projeto."
"js/features/relatoriosEmpenhos/data.js","coeso e necessario","52","Em uso ou parte estrutural valida da aplicacao/projeto."
"js/features/relatoriosEmpenhos/events.js","coeso e necessario","121","Em uso ou parte estrutural valida da aplicacao/projeto."
"js/features/relatoriosEmpenhos/export.js","coeso e necessario","63","Em uso ou parte estrutural valida da aplicacao/projeto."
"js/features/relatoriosEmpenhos/index.js","coeso e necessario","64","Em uso ou parte estrutural valida da aplicacao/projeto."
"js/features/relatoriosEmpenhos/render.js","coeso e necessario","135","Em uso ou parte estrutural valida da aplicacao/projeto."
"js/features/relatoriosEmpenhos/selectors.js","coeso e necessario","50","Em uso ou parte estrutural valida da aplicacao/projeto."
"js/features/relatoriosEmpenhos/state.js","coeso e necessario","66","Em uso ou parte estrutural valida da aplicacao/projeto."
"js/features/unidades/api.js","coeso e necessario","26","Em uso ou parte estrutural valida da aplicacao/projeto."
"js/features/unidades/pages.js","coeso e necessario","12","Em uso ou parte estrutural valida da aplicacao/projeto."
"js/features/unidades/ui.js","coeso e necessario","10","Em uso ou parte estrutural valida da aplicacao/projeto."
"js/features/unidades/validators.js","coeso e necessario","9","Em uso ou parte estrutural valida da aplicacao/projeto."
"js/features/usuarios/api.js","coeso e necessario","26","Em uso ou parte estrutural valida da aplicacao/projeto."
"js/features/usuarios/pages.js","coeso e necessario","12","Em uso ou parte estrutural valida da aplicacao/projeto."
"js/features/usuarios/ui.js","coeso e necessario","10","Em uso ou parte estrutural valida da aplicacao/projeto."
"js/features/usuarios/validators.js","coeso e necessario","9","Em uso ou parte estrutural valida da aplicacao/projeto."
"js/fsManager.js","coeso e necessario","150","Em uso ou parte estrutural valida da aplicacao/projeto."
"js/gerenciarBackupsPage.js","coeso e necessario","289","Em uso ou parte estrutural valida da aplicacao/projeto."
"js/globalBridge.js","coeso e necessario","214","Em uso ou parte estrutural valida da aplicacao/projeto."
"js/importarNfePage.js","coeso e necessario","1160","Em uso ou parte estrutural valida da aplicacao/projeto."
"js/infrastructureInfo.js","coeso e necessario","88","Em uso ou parte estrutural valida da aplicacao/projeto."
"js/neParser.js","coeso e necessario","634","Em uso ou parte estrutural valida da aplicacao/projeto."
"js/neParserInit.js","coeso e necessario","38","Em uso ou parte estrutural valida da aplicacao/projeto."
"js/nfValidator.js","coeso e necessario","814","Em uso ou parte estrutural valida da aplicacao/projeto."
"js/nfeIntegration.js","coeso e necessario","433","Em uso ou parte estrutural valida da aplicacao/projeto."
"js/nfeXmlParser.js","coeso e necessario","337","Em uso ou parte estrutural valida da aplicacao/projeto."
"js/pdfReader.js","coeso e necessario","2044","Em uso ou parte estrutural valida da aplicacao/projeto."
"js/platform-core.js","coeso e necessario","407","Em uso ou parte estrutural valida da aplicacao/projeto."
"js/refine/analyzer.js","coeso e necessario","44","Em uso ou parte estrutural valida da aplicacao/projeto."
"js/refine/detectors.js","coeso e necessario","53","Em uso ou parte estrutural valida da aplicacao/projeto."
"js/refine/extract/header.js","coeso e necessario","60","Em uso ou parte estrutural valida da aplicacao/projeto."
"js/refine/extract/items.js","coeso e necessario","55","Em uso ou parte estrutural valida da aplicacao/projeto."
"js/refine/extract/totals.js","coeso e necessario","50","Em uso ou parte estrutural valida da aplicacao/projeto."
"js/refine/index.js","coeso e necessario","180","Em uso ou parte estrutural valida da aplicacao/projeto."
"js/refine/logger.js","coeso e necessario","43","Em uso ou parte estrutural valida da aplicacao/projeto."
"js/refine/normalize.js","coeso e necessario","98","Em uso ou parte estrutural valida da aplicacao/projeto."
"js/refine/ocrFallback.js","coeso e necessario","46","Em uso ou parte estrutural valida da aplicacao/projeto."
"js/refine/patterns.js","coeso e necessario","57","Em uso ou parte estrutural valida da aplicacao/projeto."
"js/refine/score.js","coeso e necessario","37","Em uso ou parte estrutural valida da aplicacao/projeto."
"js/refine/ui-integration.js","coeso e necessario","426","Em uso ou parte estrutural valida da aplicacao/projeto."
"js/refine/validate.js","coeso e necessario","84","Em uso ou parte estrutural valida da aplicacao/projeto."
"js/refine/worker/parse.worker.js","coeso e necessario","40","Em uso ou parte estrutural valida da aplicacao/projeto."
"js/relatoriosEmpenhos.js","coeso e necessario","","Em uso ou parte estrutural valida da aplicacao/projeto."
"js/reports/reportEngine.js","coeso e necessario","545","Em uso ou parte estrutural valida da aplicacao/projeto."
"js/reports/reportRepository.js","coeso e necessario","420","Em uso ou parte estrutural valida da aplicacao/projeto."
"js/reports/reportUI.js","coeso e necessario","677","Em uso ou parte estrutural valida da aplicacao/projeto."
"js/services/apiClient.js","coeso e necessario","480","Em uso ou parte estrutural valida da aplicacao/projeto."
"js/settings/arquivos.js","coeso e necessario","58","Em uso ou parte estrutural valida da aplicacao/projeto."
"js/settings/backup.js","coeso e necessario","1712","Em uso ou parte estrutural valida da aplicacao/projeto."
"js/settings/diagnostico.js","coeso e necessario","405","Em uso ou parte estrutural valida da aplicacao/projeto."
"js/settings/index.js","coeso e necessario","254","Em uso ou parte estrutural valida da aplicacao/projeto."
"js/settings/integracoes.js","coeso e necessario","201","Em uso ou parte estrutural valida da aplicacao/projeto."
"js/settings/preferencias.js","coeso e necessario","970","Em uso ou parte estrutural valida da aplicacao/projeto."
"js/settings/rede.js","coeso e necessario","364","Em uso ou parte estrutural valida da aplicacao/projeto."
"js/settings/renderUtils.js","coeso e necessario","163","Em uso ou parte estrutural valida da aplicacao/projeto."
"js/settings/unidade.js","coeso e necessario","1029","Em uso ou parte estrutural valida da aplicacao/projeto."
"js/settings/usuarios.js","coeso e necessario","898","Em uso ou parte estrutural valida da aplicacao/projeto."
"js/shared/lib/dom.js","coeso e necessario","23","Em uso ou parte estrutural valida da aplicacao/projeto."
"js/shared/lib/format.js","coeso e necessario","13","Em uso ou parte estrutural valida da aplicacao/projeto."
"js/shared/lib/http.js","coeso e necessario","95","Em uso ou parte estrutural valida da aplicacao/projeto."
"js/shared/lib/storage.js","coeso e necessario","20","Em uso ou parte estrutural valida da aplicacao/projeto."
"js/shared/lib/validation.js","coeso e necessario","15","Em uso ou parte estrutural valida da aplicacao/projeto."
"js/shared/ui/button.js","coeso e necessario","18","Em uso ou parte estrutural valida da aplicacao/projeto."
"js/shared/ui/formField.js","coeso e necessario","12","Em uso ou parte estrutural valida da aplicacao/projeto."
"js/shared/ui/input.js","coeso e necessario","10","Em uso ou parte estrutural valida da aplicacao/projeto."
"js/shared/ui/loader.js","coeso e necessario","10","Em uso ou parte estrutural valida da aplicacao/projeto."
"js/shared/ui/modal.js","coeso e necessario","15","Em uso ou parte estrutural valida da aplicacao/projeto."
"js/shared/ui/pageHeader.js","coeso e necessario","9","Em uso ou parte estrutural valida da aplicacao/projeto."
"js/shared/ui/select.js","coeso e necessario","22","Em uso ou parte estrutural valida da aplicacao/projeto."
"js/shared/ui/table.js","coeso e necessario","13","Em uso ou parte estrutural valida da aplicacao/projeto."
"js/shared/ui/textarea.js","coeso e necessario","14","Em uso ou parte estrutural valida da aplicacao/projeto."
"js/shared/ui/toast.js","coeso e necessario","18","Em uso ou parte estrutural valida da aplicacao/projeto."
"js/softInit.js","coeso e necessario","73","Em uso ou parte estrutural valida da aplicacao/projeto."
"js/ui/appShellMount.js","coeso e necessario","19","Em uso ou parte estrutural valida da aplicacao/projeto."
"js/ui/appShellTemplate.js","coeso e necessario","1629","Em uso ou parte estrutural valida da aplicacao/projeto."
"js/ui/feedback.js","coeso e necessario","142","Em uso ou parte estrutural valida da aplicacao/projeto."
"js/ui/pageEnhancer.js","coeso e necessario","246","Em uso ou parte estrutural valida da aplicacao/projeto."
"js/ui/premiumShell.js","coeso e necessario","470","Em uso ou parte estrutural valida da aplicacao/projeto."
"js/ui/settings/protecao.js","coeso e necessario","343","Em uso ou parte estrutural valida da aplicacao/projeto."
"js/ui/themeBoot.js","coeso e necessario","34","Em uso ou parte estrutural valida da aplicacao/projeto."
"js/ui/themeManager.js","coeso e necessario","194","Em uso ou parte estrutural valida da aplicacao/projeto."
"js/utils/dbSafe.js","coeso e necessario","134","Em uso ou parte estrutural valida da aplicacao/projeto."
"js/utils/domBatch.js","coeso e necessario","187","Em uso ou parte estrutural valida da aplicacao/projeto."
"js/utils/errors.js","coeso e necessario","176","Em uso ou parte estrutural valida da aplicacao/projeto."
"js/utils/formatters.js","coeso e necessario","210","Em uso ou parte estrutural valida da aplicacao/projeto."
"js/utils/guard.js","coeso e necessario","206","Em uso ou parte estrutural valida da aplicacao/projeto."
"js/utils/integration.js","coeso e necessario","230","Em uso ou parte estrutural valida da aplicacao/projeto."
"js/utils/logger.js","coeso e necessario","251","Em uso ou parte estrutural valida da aplicacao/projeto."
"js/utils/sanitize.js","coeso e necessario","194","Em uso ou parte estrutural valida da aplicacao/projeto."
"js/utils/scheduler.js","coeso e necessario","215","Em uso ou parte estrutural valida da aplicacao/projeto."
"js/utils/throttle.js","coeso e necessario","235","Em uso ou parte estrutural valida da aplicacao/projeto."
"js/utils/uxHelpers.js","coeso e necessario","371","Em uso ou parte estrutural valida da aplicacao/projeto."
"js/utils/validate.js","coeso e necessario","259","Em uso ou parte estrutural valida da aplicacao/projeto."
"js/versionManager.js","coeso e necessario","250","Em uso ou parte estrutural valida da aplicacao/projeto."
"js/workers/pdfWorker.js","coeso e necessario","188","Em uso ou parte estrutural valida da aplicacao/projeto."
"manuais/EXEPLO MANUAL IFBA.pdf","coeso e necessario","6930","Em uso ou parte estrutural valida da aplicacao/projeto."
"manuais/ManualdeAcessoaosArquivosdeComprasPblicasGovernoFederal.pdf","coeso e necessario","4560","Em uso ou parte estrutural valida da aplicacao/projeto."
"manuais/comprasgov.pdf.pdf","coeso e necessario","61459","Em uso ou parte estrutural valida da aplicacao/projeto."
"manuais/manualapicompras.pdf.pdf","coeso e necessario","5926","Em uso ou parte estrutural valida da aplicacao/projeto."
"package-lock.json","coeso e necessario","2553","Em uso ou parte estrutural valida da aplicacao/projeto."
"package.json","coeso e necessario","61","Em uso ou parte estrutural valida da aplicacao/projeto."
"prints/Captura de tela 2026-03-22 091940.png","coeso e necessario","250","Em uso ou parte estrutural valida da aplicacao/projeto."
"scripts/README.md","coeso e necessario","47","Em uso ou parte estrutural valida da aplicacao/projeto."
"scripts/bump-version.js","coeso e necessario","114","Em uso ou parte estrutural valida da aplicacao/projeto."
"scripts/clean-legacy.ps1","coeso e necessario","69","Em uso ou parte estrutural valida da aplicacao/projeto."
"scripts/deploy.ps1","coeso e necessario","595","Em uso ou parte estrutural valida da aplicacao/projeto."
"scripts/dev-common.ps1","coeso e necessario","467","Em uso ou parte estrutural valida da aplicacao/projeto."
"scripts/dev-up.ps1","coeso e necessario","96","Em uso ou parte estrutural valida da aplicacao/projeto."
"scripts/logs.ps1","coeso e necessario","23","Em uso ou parte estrutural valida da aplicacao/projeto."
"scripts/quality-check.mjs","coeso e necessario","115","Em uso ou parte estrutural valida da aplicacao/projeto."
"scripts/rebuild.ps1","coeso e necessario","23","Em uso ou parte estrutural valida da aplicacao/projeto."
"scripts/scan-refs.cjs","coeso e necessario","205","Em uso ou parte estrutural valida da aplicacao/projeto."
"scripts/serve-dev.cjs","coeso e necessario","185","Em uso ou parte estrutural valida da aplicacao/projeto."
"scripts/smoke-importar-nfe.cjs","coeso e necessario","577","Em uso ou parte estrutural valida da aplicacao/projeto."
"scripts/smoke-importar-nfe.ps1","coeso e necessario","88","Em uso ou parte estrutural valida da aplicacao/projeto."
"scripts/start.ps1","coeso e necessario","63","Em uso ou parte estrutural valida da aplicacao/projeto."
"scripts/stop.ps1","coeso e necessario","16","Em uso ou parte estrutural valida da aplicacao/projeto."
"scripts/test-contracts.ps1","coeso e necessario","69","Em uso ou parte estrutural valida da aplicacao/projeto."
"scripts/util/reset-ifdesk.js","coeso e necessario","32","Em uso ou parte estrutural valida da aplicacao/projeto."
"scripts/util/setup-pwsh-alias.ps1","coeso e necessario","70","Em uso ou parte estrutural valida da aplicacao/projeto."
"scripts/util/workspace-profile.ps1","coeso e necessario","29","Em uso ou parte estrutural valida da aplicacao/projeto."
"scripts/validate-almoxarifado-local.ps1","coeso e necessario","64","Em uso ou parte estrutural valida da aplicacao/projeto."
"scripts/validate-version-sync.js","coeso e necessario","100","Em uso ou parte estrutural valida da aplicacao/projeto."
"scripts/version.ps1","coeso e necessario","92","Em uso ou parte estrutural valida da aplicacao/projeto."
"scripts/vps-docker-audit.ps1","coeso e necessario","145","Em uso ou parte estrutural valida da aplicacao/projeto."
"server/.dockerignore","coeso e necessario","6","Em uso ou parte estrutural valida da aplicacao/projeto."
"server/.env.development","coeso e necessario","109","Em uso ou parte estrutural valida da aplicacao/projeto."
"server/.env.example","coeso e necessario","27","Em uso ou parte estrutural valida da aplicacao/projeto."
"server/.env.production","coeso e necessario","112","Em uso ou parte estrutural valida da aplicacao/projeto."
"server/Dockerfile","coeso e necessario","10","Em uso ou parte estrutural valida da aplicacao/projeto."
"server/README.md","coeso e necessario","152","Em uso ou parte estrutural valida da aplicacao/projeto."
"server/app.js","coeso e necessario","195","Em uso ou parte estrutural valida da aplicacao/projeto."
"server/bootstrap.js","coeso e necessario","117","Em uso ou parte estrutural valida da aplicacao/projeto."
"server/config/database.js","coeso e necessario","229","Em uso ou parte estrutural valida da aplicacao/projeto."
"server/config/index.js","coeso e necessario","297","Em uso ou parte estrutural valida da aplicacao/projeto."
"server/db/index.js","coeso e necessario","184","Em uso ou parte estrutural valida da aplicacao/projeto."
"server/domain/identity/accessContextService.js","coeso e necessario","516","Em uso ou parte estrutural valida da aplicacao/projeto."
"server/domain/identity/authMiddleware.js","coeso e necessario","23","Em uso ou parte estrutural valida da aplicacao/projeto."
"server/domain/identity/identityService.js","coeso e necessario","130","Em uso ou parte estrutural valida da aplicacao/projeto."
"server/domain/identity/index.js","coeso e necessario","46","Em uso ou parte estrutural valida da aplicacao/projeto."
"server/domain/identity/moduleCatalog.js","coeso e necessario","438","Em uso ou parte estrutural valida da aplicacao/projeto."
"server/domain/identity/normalizedProfile.js","coeso e necessario","204","Em uso ou parte estrutural valida da aplicacao/projeto."
"server/domain/identity/providers/govbrProvider.js","coeso e necessario","509","Em uso ou parte estrutural valida da aplicacao/projeto."
"server/domain/identity/providers/govbrProvider.stub.js","coeso e necessario","107","Em uso ou parte estrutural valida da aplicacao/projeto."
"server/domain/identity/providers/localProvider.js","coeso e necessario","237","Em uso ou parte estrutural valida da aplicacao/projeto."
"server/domain/identity/providers/serproidProvider.js","coeso e necessario","228","Em uso ou parte estrutural valida da aplicacao/projeto."
"server/domain/identity/rbac.js","coeso e necessario","320","Em uso ou parte estrutural valida da aplicacao/projeto."
"server/domain/identity/userLinkService.js","coeso e necessario","205","Em uso ou parte estrutural valida da aplicacao/projeto."
"server/domain/nfe/NfeConciliationService.js","coeso e necessario","428","Em uso ou parte estrutural valida da aplicacao/projeto."
"server/domain/nfe/NfeFileStorage.js","coeso e necessario","260","Em uso ou parte estrutural valida da aplicacao/projeto."
"server/domain/nfe/NfeValidators.js","coeso e necessario","418","Em uso ou parte estrutural valida da aplicacao/projeto."
"server/domain/nfe/NfeXmlParser.js","coeso e necessario","862","Em uso ou parte estrutural valida da aplicacao/projeto."
"server/ecosystem.config.js","coeso e necessario","20","Em uso ou parte estrutural valida da aplicacao/projeto."
"server/index.js","coeso e necessario","45","Em uso ou parte estrutural valida da aplicacao/projeto."
"server/integrations/catmat/catmatService.js","coeso e necessario","808","Em uso ou parte estrutural valida da aplicacao/projeto."
"server/integrations/catmat/index.js","coeso e necessario","39","Em uso ou parte estrutural valida da aplicacao/projeto."
"server/integrations/comprasgov/client.js","coeso e necessario","876","Em uso ou parte estrutural valida da aplicacao/projeto."
"server/integrations/comprasgov/index.js","coeso e necessario","435","Em uso ou parte estrutural valida da aplicacao/projeto."
"server/integrations/core/auditApiCalls.js","coeso e necessario","145","Em uso ou parte estrutural valida da aplicacao/projeto."
"server/integrations/core/integrationCache.js","coeso e necessario","146","Em uso ou parte estrutural valida da aplicacao/projeto."
"server/integrations/dadosgov/ckanClient.js","coeso e necessario","439","Em uso ou parte estrutural valida da aplicacao/projeto."
"server/integrations/dadosgov/index.js","coeso e necessario","36","Em uso ou parte estrutural valida da aplicacao/projeto."
"server/integrations/sefaz/DfeClient.js","coeso e necessario","369","Em uso ou parte estrutural valida da aplicacao/projeto."
"server/integrations/serpro/index.js","coeso e necessario","37","Em uso ou parte estrutural valida da aplicacao/projeto."
"server/integrations/serpro/serproClient.stub.js","coeso e necessario","70","Em uso ou parte estrutural valida da aplicacao/projeto."
"server/integrations/sync/engine.js","coeso e necessario","384","Em uso ou parte estrutural valida da aplicacao/projeto."
"server/middleware/auth.js","coeso e necessario","311","Em uso ou parte estrutural valida da aplicacao/projeto."
"server/middleware/rateLimit.js","coeso e necessario","49","Em uso ou parte estrutural valida da aplicacao/projeto."
"server/middlewares/errorHandler.js","coeso e necessario","2","Em uso ou parte estrutural valida da aplicacao/projeto."
"server/middlewares/requestId.js","coeso e necessario","24","Em uso ou parte estrutural valida da aplicacao/projeto."
"server/middlewares/requestLogger.js","coeso e necessario","48","Em uso ou parte estrutural valida da aplicacao/projeto."
"server/middlewares/validate.js","coeso e necessario","2","Em uso ou parte estrutural valida da aplicacao/projeto."
"server/migrations/001_schema_completo.sql","coeso e necessario","311","Em uso ou parte estrutural valida da aplicacao/projeto."
"server/migrations/002_govbr_support.sql","coeso e necessario","60","Em uso ou parte estrutural valida da aplicacao/projeto."
"server/migrations/003_catmat_completo.sql","coeso e necessario","200","Em uso ou parte estrutural valida da aplicacao/projeto."
"server/migrations/004_auth_email_tokens.sql","coeso e necessario","36","Em uso ou parte estrutural valida da aplicacao/projeto."
"server/migrations/004b_catmat_api_oficial_cache.sql","coeso e necessario","111","Em uso ou parte estrutural valida da aplicacao/projeto."
"server/migrations/005_fase2_integracoes.sql","coeso e necessario","88","Em uso ou parte estrutural valida da aplicacao/projeto."
"server/migrations/007_price_intelligence_cache.sql","coeso e necessario","23","Em uso ou parte estrutural valida da aplicacao/projeto."
"server/migrations/008_govbr_auto_create.sql","coeso e necessario","34","Em uso ou parte estrutural valida da aplicacao/projeto."
"server/migrations/009_almoxarifado_module.sql","coeso e necessario","157","Em uso ou parte estrutural valida da aplicacao/projeto."
"server/migrations/010_almoxarifado_scalability.sql","coeso e necessario","318","Em uso ou parte estrutural valida da aplicacao/projeto."
"server/migrations/011_almoxarifado_nfe_imports.sql","coeso e necessario","260","Em uso ou parte estrutural valida da aplicacao/projeto."
"server/migrations/012_modular_access_control.sql","coeso e necessario","237","Em uso ou parte estrutural valida da aplicacao/projeto."
"server/package-lock.json","coeso e necessario","3863","Em uso ou parte estrutural valida da aplicacao/projeto."
"server/package.json","coeso e necessario","54","Em uso ou parte estrutural valida da aplicacao/projeto."
"server/routes/catalogacao.routes.js","coeso e necessario","388","Em uso ou parte estrutural valida da aplicacao/projeto."
"server/routes/compras.routes.js","coeso e necessario","572","Em uso ou parte estrutural valida da aplicacao/projeto."
"server/routes/comprasgov.routes.js","coeso e necessario","97","Em uso ou parte estrutural valida da aplicacao/projeto."
"server/routes/dadosgov.routes.js","coeso e necessario","73","Em uso ou parte estrutural valida da aplicacao/projeto."
"server/routes/govbr.routes.js","coeso e necessario","417","Em uso ou parte estrutural valida da aplicacao/projeto."
"server/routes/integracoes-admin.routes.js","coeso e necessario","196","Em uso ou parte estrutural valida da aplicacao/projeto."
"server/routes/nfe.routes.js","coeso e necessario","301","Em uso ou parte estrutural valida da aplicacao/projeto."
"server/routes/nfe.routes.v2.js","coeso e necessario","332","Em uso ou parte estrutural valida da aplicacao/projeto."
"server/routes/price-intelligence.routes.js","coeso e necessario","149","Em uso ou parte estrutural valida da aplicacao/projeto."
"server/routes/procurement-analytics.routes.js","coeso e necessario","58","Em uso ou parte estrutural valida da aplicacao/projeto."
"server/routes/serproid.routes.js","coeso e necessario","238","Em uso ou parte estrutural valida da aplicacao/projeto."
"server/routes/sync.routes.js","coeso e necessario","396","Em uso ou parte estrutural valida da aplicacao/projeto."
"server/scripts/import-catmat.js","coeso e necessario","188","Em uso ou parte estrutural valida da aplicacao/projeto."
"server/scripts/seed-admin.js","coeso e necessario","120","Em uso ou parte estrutural valida da aplicacao/projeto."
"server/scripts/test-contracts-auth.js","coeso e necessario","177","Em uso ou parte estrutural valida da aplicacao/projeto."
"server/services/buyer-intelligence.service.js","coeso e necessario","540","Em uso ou parte estrutural valida da aplicacao/projeto."
"server/services/comprasApiClient.js","coeso e necessario","317","Em uso ou parte estrutural valida da aplicacao/projeto."
"server/services/gov-api/comprasGovDataNormalizer.js","coeso e necessario","251","Em uso ou parte estrutural valida da aplicacao/projeto."
"server/services/gov-api/comprasGovGatewayService.js","coeso e necessario","805","Em uso ou parte estrutural valida da aplicacao/projeto."
"server/services/gov-api/csv/csvHistoricalImportService.js","coeso e necessario","47","Em uso ou parte estrutural valida da aplicacao/projeto."
"server/services/gov-api/csv/csvHistoricalLoadService.js","coeso e necessario","16","Em uso ou parte estrutural valida da aplicacao/projeto."
"server/services/gov-api/csv/csvHistoricalNormalizer.js","coeso e necessario","25","Em uso ou parte estrutural valida da aplicacao/projeto."
"server/services/price-intelligence.service.js","coeso e necessario","1585","Em uso ou parte estrutural valida da aplicacao/projeto."
"server/services/procurement-analytics.service.js","coeso e necessario","171","Em uso ou parte estrutural valida da aplicacao/projeto."
"server/services/supplier-intelligence.service.js","coeso e necessario","689","Em uso ou parte estrutural valida da aplicacao/projeto."
"server/servidor.ps1","coeso e necessario","6","Em uso ou parte estrutural valida da aplicacao/projeto."
"server/src/config/db.js","coeso e necessario","18","Em uso ou parte estrutural valida da aplicacao/projeto."
"server/src/config/env.js","coeso e necessario","15","Em uso ou parte estrutural valida da aplicacao/projeto."
"server/src/config/logger.js","coeso e necessario","18","Em uso ou parte estrutural valida da aplicacao/projeto."
"server/src/config/version.js","coeso e necessario","24","Em uso ou parte estrutural valida da aplicacao/projeto."
"server/src/controllers/catmat.controller.js","coeso e necessario","35","Em uso ou parte estrutural valida da aplicacao/projeto."
"server/src/controllers/estoque.controller.js","coeso e necessario","48","Em uso ou parte estrutural valida da aplicacao/projeto."
"server/src/core/app.js","coeso e necessario","6","Em uso ou parte estrutural valida da aplicacao/projeto."
